NAME;RATING
S.O.4050 Vautour IIA;9.0
S.O.4050 Vautour IIB;9.0
S.O.4050 Vautour IIN;9.0
S.O.4050 Vautour IIN (late);8.3
S.O.8000 Narval;5.7
SB2C-5 (France);3.7
Sea Fury FB 51 (France);5.7
Sea Hawk Mk.50 (France);8.0
Seafire LF Mk.III (France);5.0
Spitfire FR Mk XIVe (France);5.7
Super Etendard;10.3
Super Mystere B2;9.0
Super Mystere B2 (YouTube Cup);9.0
V-156-F;1.0
V.G.33C-1;2.7
Vautour IIA IDF/AF;9.0
VB.10-02;4.7
VB.10C-1;4.0
Yak-3 (France);4.3
A21A-3;4.3
A21RB;6.7
A28B;8.0
A29B;7.7
A32A;9.0
A32A Röd Adam;9.0
AJ37;10.7
AJS37;11.0
Ar 196 A-5 (Sweden);1.3
B-239 (Sweden);2.7
B17A;1.7
B17B;1.3
B18A;2.7
B18B;4.0
B3C;1.3
Bf 109 G-2 (Sweden);4.3
Bf 109 G-6 (Sweden);4.7
Bf 109 G-6 Erla (Sweden);4.7
Fokker D.XXI (Sweden);2.0
Fokker D.XXI-3 (Sweden);1.7
Hurricane Mk I/L (Sweden);2.3
Iacobi's J8A;1.0
J11;1.3
J20;2.0
J21A-1;4.3
J21A-2;4.3
J21RA;6.7
J22-A;3.0
J22-B;3.7
J26;4.0
J26 David;3.7
J29A;7.7
J29D;8.3
J29F;9.0
J32B;9.3
J34;9.0
J35A;9.7
J35D;10.3
J6B;1.0
J8A;1.0
J9 Early;2.3
JA37C;11.3
JA37D;12.0
JAS39A;13.0
JAS39C;13.7
Ju 88 A-4 (Sweden);3.0
MiG-21bis (Sweden);11.0
Mörkö-Morane;2.3
S17BS;1.0
Saab J35XS;11.0
SAAB-105G;8.3
SAAB-105OE;8.3
SK60B;7.0
T 2;1.0
T18B;4.3
T18B (57);4.3
Vampire FB 52A (Sweden);8.0
VL Myrsky II;2.3
VL Pyörremyrsky;4.3
A-4E (Israel);8.7
A-4E Early (M) (Israel);8.7
A-4H (Israel);8.3
Ayit;9.3
B-17G (Israel);5.3
Baz;13.0
Baz Meshupar;13.7
F-16C Barak II;13.7
F-16D Barak II;13.7
F-84F (Israel);8.3
Kfir C.2;11.7
Kfir C.7;12.0
Kfir Canard;11.0
Kurnass;11.3
Kurnass 2000;12.3
M.D.450B Ouragan (Israel);7.7
Meteor F.8 (Israel);8.0
Meteor NF.13 (Israel);7.7
Mystere IVA (Israel);8.7
Nesher;10.0
Netz;12.7
P-51D-20-NA (Israel);4.0
Sa'ar;9.0
Sakeen;3.3
Sambad;9.0
Shahak;10.0
Spitfire Mk IXc (Israel);4.3
Spitfire Mk.IX (CW) (Israel);5.7
Vautour IIA (Israel);9.0
Vautour IIN (Israel);9.0
Weizman's Spitfire LF Mk.IXe (Israel);5.7
